index,phone_number,cluster,plan_name,category,estimated_cost,suitability,final_score,rank
2433,330-3008,4,All-Rounder 299,All-Rounder,299.59,0.681,0.691,1
2433,330-3008,4,Lite Value 149,Lite,174.08,0.546,0.686,2
2433,330-3008,4,Day Saver 249,Day,268.92,0.563,0.647,3
2434,384-8629,4,Lite Value 149,Lite,174.52,0.497,0.661,1
2434,384-8629,4,All-Rounder 299,All-Rounder,299.36,0.617,0.659,2
2434,384-8629,4,Night Owl 199,Night,220.75,0.513,0.646,3
2435,404-9504,0,All-Rounder 299,All-Rounder,300.31,0.815,0.757,1
2435,404-9504,0,Unlimited Talk 399,Unlimited,401.88,0.805,0.702,2
2435,404-9504,0,Night Owl 199,Night,270.72,0.612,0.671,3
2436,405-8753,4,All-Rounder 299,All-Rounder,299.92,0.677,0.689,1
2436,405-8753,4,Lite Value 149,Lite,173.78,0.536,0.681,2
2436,405-8753,4,Day Saver 249,Day,270.59,0.554,0.642,3
2437,409-9911,0,All-Rounder 299,All-Rounder,300.7,0.633,0.666,1
2437,409-9911,0,Night Owl 199,Night,230.3,0.552,0.661,2
2437,409-9911,0,Lite Value 149,Lite,188.71,0.44,0.626,3
2438,394-4260,4,All-Rounder 299,All-Rounder,299.28,0.679,0.69,1
2438,394-4260,4,Lite Value 149,Lite,175.95,0.513,0.669,2
2438,394-4260,4,Day Saver 249,Day,274.09,0.54,0.633,3
2439,380-9063,4,All-Rounder 299,All-Rounder,300.29,0.685,0.692,1
2439,380-9063,4,Lite Value 149,Lite,170.42,0.546,0.688,2
2439,380-9063,4,Day Saver 249,Day,269.15,0.546,0.638,3
2440,395-4509,4,All-Rounder 299,All-Rounder,299.0,0.688,0.695,1
2440,395-4509,4,Lite Value 149,Lite,168.27,0.555,0.693,2
2440,395-4509,4,Day Saver 249,Day,266.2,0.56,0.647,3
2441,401-6671,4,Lite Value 149,Lite,166.77,0.549,0.691,1
2441,401-6671,4,All-Rounder 299,All-Rounder,299.59,0.653,0.677,2
2441,401-6671,4,Night Owl 199,Night,230.02,0.535,0.652,3
2442,405-7204,0,All-Rounder 299,All-Rounder,299.0,0.659,0.68,1
2442,405-7204,0,Lite Value 149,Lite,180.36,0.506,0.663,2
2442,405-7204,0,Night Owl 199,Night,239.76,0.534,0.647,3
2443,329-5377,4,Lite Value 149,Lite,166.26,0.562,0.698,1
2443,329-5377,4,All-Rounder 299,All-Rounder,299.28,0.662,0.681,2
2443,329-5377,4,Night Owl 199,Night,217.92,0.535,0.659,3
2444,408-9572,0,All-Rounder 299,All-Rounder,299.0,0.644,0.673,1
2444,408-9572,0,Lite Value 149,Lite,184.1,0.509,0.662,2
2444,408-9572,0,Day Saver 249,Day,270.56,0.572,0.651,3
2445,380-9879,4,Lite Value 149,Lite,167.93,0.559,0.696,1
2445,380-9879,4,All-Rounder 299,All-Rounder,299.45,0.679,0.69,2
2445,380-9879,4,Day Saver 249,Day,266.46,0.559,0.646,3
2446,384-9243,4,Lite Value 149,Lite,169.39,0.547,0.689,1
2446,384-9243,4,All-Rounder 299,All-Rounder,299.45,0.675,0.688,2
2446,384-9243,4,Night Owl 199,Night,230.91,0.521,0.645,3
2447,404-5597,4,Lite Value 149,Lite,168.38,0.552,0.692,1
2447,404-5597,4,All-Rounder 299,All-Rounder,299.81,0.663,0.682,2
2447,404-5597,4,Day Saver 249,Day,267.3,0.562,0.647,3
2448,359-7521,4,Lite Value 149,Lite,166.82,0.62,0.727,1
2448,359-7521,4,Day Saver 249,Day,257.08,0.621,0.682,2
2448,359-7521,4,All-Rounder 299,All-Rounder,300.06,0.626,0.663,3
2449,327-4795,4,All-Rounder 299,All-Rounder,299.0,0.689,0.695,1
2449,327-4795,4,Lite Value 149,Lite,179.25,0.523,0.672,2
2449,327-4795,4,Day Saver 249,Day,272.23,0.556,0.642,3
2450,338-7955,4,All-Rounder 299,All-Rounder,299.53,0.643,0.672,1
2450,338-7955,4,Night Owl 199,Night,229.23,0.535,0.653,2
2450,338-7955,4,Lite Value 149,Lite,181.44,0.474,0.646,3
2451,379-6970,4,Lite Value 149,Lite,184.47,0.55,0.683,1
2451,379-6970,4,All-Rounder 299,All-Rounder,299.2,0.663,0.682,2
2451,379-6970,4,Day Saver 249,Day,268.7,0.585,0.658,3
2452,351-7807,4,Lite Value 149,Lite,165.58,0.56,0.697,1
2452,351-7807,4,All-Rounder 299,All-Rounder,300.04,0.627,0.663,2
2452,351-7807,4,Day Saver 249,Day,263.82,0.564,0.65,3
2453,342-9394,0,All-Rounder 299,All-Rounder,299.0,0.68,0.691,1
2453,342-9394,0,Lite Value 149,Lite,172.46,0.546,0.687,2
2453,342-9394,0,Day Saver 249,Day,268.35,0.56,0.646,3
2454,384-6264,4,All-Rounder 299,All-Rounder,299.0,0.636,0.669,1
2454,384-6264,4,Lite Value 149,Lite,179.75,0.475,0.648,2
2454,384-6264,4,Night Owl 199,Night,228.02,0.524,0.648,3
2455,352-4534,4,Lite Value 149,Lite,171.94,0.514,0.671,1
2455,352-4534,4,All-Rounder 299,All-Rounder,299.0,0.637,0.669,2
2455,352-4534,4,Night Owl 199,Night,228.42,0.488,0.63,3
2456,378-4617,4,All-Rounder 299,All-Rounder,299.11,0.682,0.691,1
2456,378-4617,4,Lite Value 149,Lite,176.67,0.543,0.683,2
2456,378-4617,4,Day Saver 249,Day,269.58,0.566,0.648,3
2457,364-9567,0,All-Rounder 299,All-Rounder,299.62,0.682,0.691,1
2457,364-9567,0,Lite Value 149,Lite,176.68,0.508,0.666,2
2457,364-9567,0,Night Owl 199,Night,239.41,0.508,0.634,3
2458,371-5875,0,All-Rounder 299,All-Rounder,299.0,0.676,0.689,1
2458,371-5875,0,Lite Value 149,Lite,188.88,0.478,0.645,2
2458,371-5875,0,Night Owl 199,Night,249.16,0.52,0.635,3
2459,383-6489,4,All-Rounder 299,All-Rounder,300.32,0.685,0.692,1
2459,383-6489,4,Lite Value 149,Lite,175.52,0.532,0.678,2
2459,383-6489,4,Day Saver 249,Day,272.17,0.554,0.641,3
2460,345-7117,4,Lite Value 149,Lite,171.45,0.523,0.676,1
2460,345-7117,4,All-Rounder 299,All-Rounder,299.0,0.642,0.671,2
2460,345-7117,4,Night Owl 199,Night,219.16,0.554,0.667,3
2461,384-3902,4,All-Rounder 299,All-Rounder,299.42,0.683,0.692,1
2461,384-3902,4,Lite Value 149,Lite,173.09,0.551,0.689,2
2461,384-3902,4,Day Saver 249,Day,268.23,0.565,0.648,3
2462,386-2759,4,Lite Value 149,Lite,166.04,0.569,0.701,1
2462,386-2759,4,All-Rounder 299,All-Rounder,299.25,0.692,0.696,2
2462,386-2759,4,Day Saver 249,Day,264.96,0.556,0.646,3
2463,356-1270,4,All-Rounder 299,All-Rounder,299.03,0.675,0.688,1
2463,356-1270,4,Lite Value 149,Lite,172.75,0.526,0.677,2
2463,356-1270,4,Night Owl 199,Night,234.6,0.522,0.644,3
2464,379-1336,0,Lite Value 149,Lite,164.03,0.577,0.706,1
2464,379-1336,0,All-Rounder 299,All-Rounder,299.0,0.662,0.681,2
2464,379-1336,0,Night Owl 199,Night,215.87,0.531,0.658,3
2465,354-7201,4,All-Rounder 299,All-Rounder,299.0,0.691,0.696,1
2465,354-7201,4,Lite Value 149,Lite,168.09,0.551,0.691,2
2465,354-7201,4,Day Saver 249,Day,267.05,0.549,0.641,3
2466,404-5057,0,Lite Value 149,Lite,171.76,0.523,0.676,1
2466,404-5057,0,Night Owl 199,Night,217.63,0.565,0.674,2
2466,404-5057,0,All-Rounder 299,All-Rounder,299.14,0.631,0.666,3
2467,407-8012,4,All-Rounder 299,All-Rounder,299.0,0.666,0.683,1
2467,407-8012,4,Lite Value 149,Lite,174.03,0.513,0.669,2
2467,407-8012,4,Day Saver 249,Day,272.28,0.525,0.626,3
2468,332-6139,0,All-Rounder 299,All-Rounder,299.0,0.656,0.679,1
2468,332-6139,0,Lite Value 149,Lite,180.3,0.476,0.648,2
2468,332-6139,0,Night Owl 199,Night,240.07,0.496,0.628,3
2469,328-1373,4,Lite Value 149,Lite,167.64,0.551,0.692,1
2469,328-1373,4,All-Rounder 299,All-Rounder,299.0,0.677,0.689,2
2469,328-1373,4,Night Owl 199,Night,226.94,0.519,0.646,3
2470,411-6501,4,All-Rounder 299,All-Rounder,299.0,0.681,0.691,1
2470,411-6501,4,Lite Value 149,Lite,172.86,0.551,0.689,2
2470,411-6501,4,Day Saver 249,Day,266.93,0.567,0.65,3
2471,329-8056,0,All-Rounder 299,All-Rounder,299.0,0.684,0.693,1
2471,329-8056,0,Lite Value 149,Lite,170.72,0.531,0.68,2
2471,329-8056,0,Night Owl 199,Night,233.51,0.502,0.634,3
2472,415-4564,4,Lite Value 149,Lite,169.36,0.541,0.686,1
2472,415-4564,4,All-Rounder 299,All-Rounder,299.06,0.655,0.678,2
2472,415-4564,4,Day Saver 249,Day,267.7,0.524,0.628,3
2473,329-6192,0,All-Rounder 299,All-Rounder,299.0,0.655,0.678,1
2473,329-6192,0,Lite Value 149,Lite,182.68,0.47,0.644,2
2473,329-6192,0,Night Owl 199,Night,238.42,0.512,0.637,3
2474,384-3904,0,Lite Value 149,Lite,164.63,0.577,0.706,1
2474,384-3904,0,All-Rounder 299,All-Rounder,299.0,0.682,0.692,2
2474,384-3904,0,Day Saver 249,Day,263.75,0.565,0.651,3
2475,373-1028,4,Lite Value 149,Lite,168.92,0.54,0.686,1
2475,373-1028,4,All-Rounder 299,All-Rounder,299.0,0.668,0.685,2
2475,373-1028,4,Night Owl 199,Night,229.44,0.529,0.65,3
2476,369-1220,4,All-Rounder 299,All-Rounder,299.0,0.663,0.682,1
2476,369-1220,4,Lite Value 149,Lite,172.79,0.521,0.674,2
2476,369-1220,4,Night Owl 199,Night,228.2,0.533,0.652,3
2477,359-9369,4,All-Rounder 299,All-Rounder,299.0,0.66,0.681,1
2477,359-9369,4,Lite Value 149,Lite,181.13,0.483,0.651,2
2477,359-9369,4,Day Saver 249,Day,278.89,0.52,0.621,3
2478,415-3016,0,All-Rounder 299,All-Rounder,300.73,0.653,0.676,1
2478,415-3016,0,Lite Value 149,Lite,195.81,0.507,0.656,2
2478,415-3016,0,Day Saver 249,Day,275.78,0.558,0.641,3
2479,414-7090,0,All-Rounder 299,All-Rounder,299.48,0.657,0.679,1
2479,414-7090,0,Lite Value 149,Lite,179.94,0.49,0.655,2
2479,414-7090,0,Night Owl 199,Night,244.47,0.486,0.621,3
2480,350-2250,4,All-Rounder 299,All-Rounder,299.08,0.655,0.678,1
2480,350-2250,4,Lite Value 149,Lite,186.75,0.458,0.636,2
2480,350-2250,4,Night Owl 199,Night,243.55,0.508,0.632,3
2481,383-9355,4,All-Rounder 299,All-Rounder,299.36,0.684,0.692,1
2481,383-9355,4,Lite Value 149,Lite,169.67,0.547,0.689,2
2481,383-9355,4,Day Saver 249,Day,268.14,0.555,0.643,3
2482,417-3257,4,All-Rounder 299,All-Rounder,299.06,0.664,0.682,1
2482,417-3257,4,Lite Value 149,Lite,179.7,0.528,0.674,2
2482,417-3257,4,Day Saver 249,Day,271.53,0.565,0.647,3
2483,336-8010,0,All-Rounder 299,All-Rounder,299.81,0.653,0.677,1
2483,336-8010,0,Lite Value 149,Lite,178.23,0.503,0.662,2
2483,336-8010,0,Day Saver 249,Day,275.84,0.533,0.629,3
2484,354-7718,0,All-Rounder 299,All-Rounder,299.64,0.637,0.669,1
2484,354-7718,0,Night Owl 199,Night,236.16,0.533,0.648,2
2484,354-7718,0,Lite Value 149,Lite,189.58,0.443,0.627,3
2485,358-4412,0,All-Rounder 299,All-Rounder,299.56,0.692,0.696,1
2485,358-4412,0,Lite Value 149,Lite,191.76,0.481,0.645,2
2485,358-4412,0,Unlimited Talk 399,Unlimited,402.36,0.654,0.626,3
2486,368-8972,4,Lite Value 149,Lite,160.94,0.596,0.718,1
2486,368-8972,4,All-Rounder 299,All-Rounder,299.0,0.678,0.69,2
2486,368-8972,4,Day Saver 249,Day,260.41,0.561,0.65,3
2487,407-9841,4,Lite Value 149,Lite,164.45,0.577,0.706,1
2487,407-9841,4,All-Rounder 299,All-Rounder,299.0,0.676,0.689,2
2487,407-9841,4,Night Owl 199,Night,225.0,0.52,0.647,3
2488,393-5208,4,All-Rounder 299,All-Rounder,299.0,0.698,0.7,1
2488,393-5208,4,Lite Value 149,Lite,167.44,0.552,0.692,2
2488,393-5208,4,Day Saver 249,Day,266.35,0.548,0.641,3
2489,332-2889,4,Lite Value 149,Lite,168.81,0.549,0.69,1
2489,332-2889,4,All-Rounder 299,All-Rounder,299.14,0.674,0.687,2
2489,332-2889,4,Day Saver 249,Day,267.28,0.542,0.637,3
2490,374-5530,4,All-Rounder 299,All-Rounder,299.0,0.666,0.683,1
2490,374-5530,4,Night Owl 199,Night,242.79,0.525,0.641,2
2490,374-5530,4,Lite Value 149,Lite,186.14,0.465,0.639,3
2491,332-3381,4,All-Rounder 299,All-Rounder,299.0,0.631,0.666,1
2491,332-3381,4,Lite Value 149,Lite,180.29,0.471,0.645,2
2491,332-3381,4,Night Owl 199,Night,228.93,0.515,0.643,3
2492,344-9347,4,Lite Value 149,Lite,166.57,0.566,0.7,1
2492,344-9347,4,All-Rounder 299,All-Rounder,299.0,0.672,0.687,2
2492,344-9347,4,Day Saver 249,Day,265.22,0.564,0.649,3
2493,412-1991,4,Night Owl 199,Night,217.71,0.574,0.678,1
2493,412-1991,4,All-Rounder 299,All-Rounder,299.36,0.622,0.661,2
2493,412-1991,4,Lite Value 149,Lite,177.31,0.489,0.656,3
2494,393-4528,0,Lite Value 149,Lite,171.91,0.604,0.716,1
2494,393-4528,0,Day Saver 249,Day,259.77,0.605,0.673,2
2494,393-4528,0,All-Rounder 299,All-Rounder,299.0,0.643,0.672,3
2495,347-2378,4,All-Rounder 299,All-Rounder,299.0,0.655,0.678,1
2495,347-2378,4,Lite Value 149,Lite,172.73,0.521,0.674,2
2495,347-2378,4,Night Owl 199,Night,228.36,0.542,0.657,3
2496,385-2699,0,Lite Value 149,Lite,166.04,0.56,0.697,1
2496,385-2699,0,All-Rounder 299,All-Rounder,299.0,0.684,0.693,2
2496,385-2699,0,Night Owl 199,Night,226.1,0.51,0.642,3
2497,383-4319,0,Lite Value 149,Lite,165.16,0.55,0.692,1
2497,383-4319,0,All-Rounder 299,All-Rounder,299.0,0.619,0.66,2
2497,383-4319,0,Night Owl 199,Night,212.62,0.511,0.649,3
2498,352-7915,4,Lite Value 149,Lite,167.61,0.553,0.693,1
2498,352-7915,4,All-Rounder 299,All-Rounder,299.06,0.671,0.686,2
2498,352-7915,4,Night Owl 199,Night,224.27,0.526,0.651,3
2499,375-5547,4,All-Rounder 299,All-Rounder,300.06,0.667,0.683,1
2499,375-5547,4,Lite Value 149,Lite,180.96,0.541,0.68,2
2499,375-5547,4,Day Saver 249,Day,269.77,0.574,0.652,3
2500,337-2348,0,All-Rounder 299,All-Rounder,299.0,0.666,0.683,1
2500,337-2348,0,Lite Value 149,Lite,173.74,0.535,0.681,2
2500,337-2348,0,Day Saver 249,Day,269.15,0.558,0.644,3
2501,342-8702,4,All-Rounder 299,All-Rounder,299.95,0.654,0.677,1
2501,342-8702,4,Lite Value 149,Lite,178.33,0.493,0.657,2
2501,342-8702,4,Night Owl 199,Night,235.62,0.499,0.632,3
2502,393-5802,4,All-Rounder 299,All-Rounder,300.79,0.672,0.686,1
2502,393-5802,4,Lite Value 149,Lite,185.94,0.474,0.644,2
2502,393-5802,4,Night Owl 199,Night,247.93,0.506,0.629,3
2503,384-2219,4,All-Rounder 299,All-Rounder,299.0,0.654,0.677,1
2503,384-2219,4,Lite Value 149,Lite,179.37,0.494,0.657,2
2503,384-2219,4,Night Owl 199,Night,235.65,0.542,0.653,3
2504,347-6164,4,Lite Value 149,Lite,160.91,0.614,0.727,1
2504,347-6164,4,All-Rounder 299,All-Rounder,299.84,0.681,0.691,2
2504,347-6164,4,Day Saver 249,Day,260.0,0.566,0.653,3
2505,376-9940,4,All-Rounder 299,All-Rounder,299.7,0.67,0.685,1
2505,376-9940,4,Lite Value 149,Lite,176.49,0.505,0.664,2
2505,376-9940,4,Night Owl 199,Night,232.48,0.525,0.646,3
2506,354-4352,4,All-Rounder 299,All-Rounder,299.9,0.682,0.691,1
2506,354-4352,4,Lite Value 149,Lite,177.33,0.541,0.682,2
2506,354-4352,4,Day Saver 249,Day,270.27,0.565,0.647,3
2507,331-8713,4,All-Rounder 299,All-Rounder,299.73,0.659,0.68,1
2507,331-8713,4,Lite Value 149,Lite,172.33,0.527,0.677,2
2507,331-8713,4,Night Owl 199,Night,226.06,0.538,0.656,3
2508,341-3663,0,Lite Value 149,Lite,162.36,0.6,0.719,1
2508,341-3663,0,All-Rounder 299,All-Rounder,299.0,0.669,0.685,2
2508,341-3663,0,Day Saver 249,Day,260.62,0.579,0.659,3
2509,376-4665,4,Lite Value 149,Lite,163.85,0.58,0.708,1
2509,376-4665,4,All-Rounder 299,All-Rounder,299.25,0.646,0.673,2
2509,376-4665,4,Night Owl 199,Night,211.98,0.54,0.664,3
2510,421-9034,4,All-Rounder 299,All-Rounder,299.0,0.677,0.689,1
2510,421-9034,4,Lite Value 149,Lite,182.64,0.481,0.649,2
2510,421-9034,4,Night Owl 199,Night,243.29,0.52,0.638,3
2511,401-5169,4,Lite Value 149,Lite,161.7,0.593,0.716,1
2511,401-5169,4,All-Rounder 299,All-Rounder,299.0,0.689,0.695,2
2511,401-5169,4,Day Saver 249,Day,260.8,0.546,0.643,3
2512,370-8262,0,All-Rounder 299,All-Rounder,299.06,0.665,0.683,1
2512,370-8262,0,Lite Value 149,Lite,173.82,0.514,0.67,2
2512,370-8262,0,Night Owl 199,Night,228.08,0.531,0.651,3
2513,387-2041,4,Lite Value 149,Lite,167.56,0.525,0.679,1
2513,387-2041,4,All-Rounder 299,All-Rounder,299.0,0.629,0.665,2
2513,387-2041,4,Night Owl 199,Night,216.05,0.516,0.65,3
2514,356-4146,4,All-Rounder 299,All-Rounder,299.2,0.683,0.692,1
2514,356-4146,4,Lite Value 149,Lite,170.23,0.549,0.689,2
2514,356-4146,4,Day Saver 249,Day,267.92,0.558,0.645,3
2515,372-8883,4,All-Rounder 299,All-Rounder,299.56,0.663,0.682,1
2515,372-8883,4,Lite Value 149,Lite,172.72,0.521,0.674,2
2515,372-8883,4,Night Owl 199,Night,229.67,0.506,0.638,3
2516,336-1880,0,All-Rounder 299,All-Rounder,299.62,0.642,0.671,1
2516,336-1880,0,Lite Value 149,Lite,175.48,0.507,0.666,2
2516,336-1880,0,Night Owl 199,Night,224.55,0.554,0.665,3
2517,347-5843,4,All-Rounder 299,All-Rounder,299.67,0.669,0.685,1
2517,347-5843,4,Lite Value 149,Lite,182.11,0.487,0.652,2
2517,347-5843,4,Night Owl 199,Night,242.87,0.527,0.642,3
2518,370-8023,4,All-Rounder 299,All-Rounder,299.0,0.667,0.684,1
2518,370-8023,4,Lite Value 149,Lite,175.77,0.502,0.663,2
2518,370-8023,4,Night Owl 199,Night,234.69,0.506,0.636,3
2519,417-9814,4,Lite Value 149,Lite,169.42,0.537,0.684,1
2519,417-9814,4,All-Rounder 299,All-Rounder,299.0,0.657,0.679,2
2519,417-9814,4,Night Owl 199,Night,223.32,0.539,0.658,3
2520,387-3422,0,All-Rounder 299,All-Rounder,299.0,0.653,0.677,1
2520,387-3422,0,Lite Value 149,Lite,178.18,0.486,0.654,2
2520,387-3422,0,Night Owl 199,Night,232.99,0.51,0.639,3
2521,365-1664,4,Lite Value 149,Lite,168.96,0.573,0.702,1
2521,365-1664,4,All-Rounder 299,All-Rounder,299.59,0.675,0.688,2
2521,365-1664,4,Day Saver 249,Day,265.16,0.573,0.654,3
2522,367-2436,4,All-Rounder 299,All-Rounder,299.0,0.656,0.679,1
2522,367-2436,4,Lite Value 149,Lite,174.32,0.506,0.666,2
2522,367-2436,4,Night Owl 199,Night,229.55,0.509,0.64,3
2523,344-6258,4,Lite Value 149,Lite,168.61,0.543,0.687,1
2523,344-6258,4,All-Rounder 299,All-Rounder,299.0,0.666,0.683,2
2523,344-6258,4,Night Owl 199,Night,225.24,0.53,0.652,3
2524,353-8928,4,All-Rounder 299,All-Rounder,299.5,0.695,0.698,1
2524,353-8928,4,Lite Value 149,Lite,184.8,0.507,0.661,2
2524,353-8928,4,Day Saver 249,Day,276.79,0.55,0.637,3
2525,365-7784,4,All-Rounder 299,All-Rounder,299.0,0.661,0.681,1
2525,365-7784,4,Lite Value 149,Lite,179.93,0.489,0.655,2
2525,365-7784,4,Day Saver 249,Day,277.74,0.522,0.622,3
2526,330-2635,4,Lite Value 149,Lite,167.78,0.542,0.687,1
2526,330-2635,4,Night Owl 199,Night,215.42,0.566,0.675,2
2526,330-2635,4,All-Rounder 299,All-Rounder,299.0,0.63,0.665,3
2527,344-3131,4,All-Rounder 299,All-Rounder,299.87,0.669,0.685,1
2527,344-3131,4,Lite Value 149,Lite,173.95,0.52,0.673,2
2527,344-3131,4,Night Owl 199,Night,230.92,0.528,0.649,3
2528,378-4294,4,All-Rounder 299,All-Rounder,301.34,0.649,0.674,1
2528,378-4294,4,Night Owl 199,Night,236.82,0.547,0.655,2
2528,378-4294,4,Lite Value 149,Lite,188.5,0.452,0.632,3
2529,343-9365,4,Lite Value 149,Lite,170.74,0.559,0.694,1
2529,343-9365,4,All-Rounder 299,All-Rounder,299.0,0.673,0.687,2
2529,343-9365,4,Day Saver 249,Day,266.53,0.568,0.651,3
2530,362-5579,4,Lite Value 149,Lite,179.5,0.563,0.692,1
2530,362-5579,4,All-Rounder 299,All-Rounder,299.2,0.661,0.681,2
2530,362-5579,4,Day Saver 249,Day,266.55,0.586,0.66,3
2531,366-7616,4,All-Rounder 299,All-Rounder,299.03,0.681,0.691,1
2531,366-7616,4,Lite Value 149,Lite,168.7,0.546,0.689,2
2531,366-7616,4,Night Owl 199,Night,228.69,0.509,0.64,3
2532,397-2870,4,All-Rounder 299,All-Rounder,299.0,0.681,0.691,1
2532,397-2870,4,Lite Value 149,Lite,178.63,0.495,0.658,2
2532,397-2870,4,Day Saver 249,Day,276.82,0.53,0.627,3
2533,408-3262,4,All-Rounder 299,All-Rounder,299.64,0.676,0.688,1
2533,408-3262,4,Lite Value 149,Lite,183.09,0.481,0.649,2
2533,408-3262,4,Night Owl 199,Night,246.62,0.504,0.629,3
2534,372-9091,4,Lite Value 149,Lite,172.48,0.532,0.68,1
2534,372-9091,4,All-Rounder 299,All-Rounder,301.24,0.65,0.674,2
2534,372-9091,4,Night Owl 199,Night,231.48,0.49,0.629,3
2535,410-3159,4,Lite Value 149,Lite,164.52,0.573,0.704,1
2535,410-3159,4,All-Rounder 299,All-Rounder,299.0,0.672,0.687,2
2535,410-3159,4,Night Owl 199,Night,221.59,0.507,0.643,3
2536,344-5181,4,All-Rounder 299,All-Rounder,299.0,0.67,0.685,1
2536,344-5181,4,Lite Value 149,Lite,191.59,0.528,0.668,2
2536,344-5181,4,Day Saver 249,Day,272.94,0.565,0.646,3
2537,396-8662,4,All-Rounder 299,All-Rounder,299.0,0.681,0.691,1
2537,396-8662,4,Lite Value 149,Lite,171.34,0.548,0.688,2
2537,396-8662,4,Day Saver 249,Day,267.59,0.561,0.647,3
2538,339-6446,4,All-Rounder 299,All-Rounder,300.12,0.665,0.682,1
2538,339-6446,4,Lite Value 149,Lite,174.56,0.515,0.67,2
2538,339-6446,4,Night Owl 199,Night,230.71,0.514,0.642,3
2539,384-7236,0,All-Rounder 299,All-Rounder,300.2,0.655,0.677,1
2539,384-7236,0,Lite Value 149,Lite,183.49,0.49,0.653,2
2539,384-7236,0,Day Saver 249,Day,278.92,0.531,0.626,3
2540,353-5257,0,Lite Value 149,Lite,169.98,0.534,0.682,1
2540,353-5257,0,All-Rounder 299,All-Rounder,299.81,0.635,0.668,2
2540,353-5257,0,Night Owl 199,Night,216.74,0.534,0.659,3
2541,369-7295,4,All-Rounder 299,All-Rounder,300.18,0.64,0.67,1
2541,369-7295,4,Lite Value 149,Lite,176.37,0.499,0.661,2
2541,369-7295,4,Night Owl 199,Night,230.01,0.499,0.634,3
2542,408-5322,4,All-Rounder 299,All-Rounder,299.0,0.668,0.685,1
2542,408-5322,4,Lite Value 149,Lite,187.23,0.514,0.663,2
2542,408-5322,4,Day Saver 249,Day,274.46,0.556,0.641,3
2543,344-9620,0,All-Rounder 299,All-Rounder,299.0,0.668,0.685,1
2543,344-9620,0,Lite Value 149,Lite,181.78,0.497,0.658,2
2543,344-9620,0,Day Saver 249,Day,276.81,0.54,0.632,3
2544,329-8436,4,All-Rounder 299,All-Rounder,299.9,0.632,0.666,1
2544,329-8436,4,Night Owl 199,Night,231.95,0.528,0.648,2
2544,329-8436,4,Lite Value 149,Lite,185.56,0.455,0.635,3
2545,414-6739,4,All-Rounder 299,All-Rounder,299.0,0.661,0.681,1
2545,414-6739,4,Lite Value 149,Lite,172.49,0.52,0.674,2
2545,414-6739,4,Night Owl 199,Night,227.38,0.536,0.654,3
2546,406-1730,4,All-Rounder 299,All-Rounder,299.62,0.673,0.687,1
2546,406-1730,4,Lite Value 149,Lite,177.3,0.502,0.662,2
2546,406-1730,4,Night Owl 199,Night,238.41,0.504,0.633,3
2547,336-9327,4,All-Rounder 299,All-Rounder,299.76,0.661,0.681,1
2547,336-9327,4,Lite Value 149,Lite,179.5,0.489,0.655,2
2547,336-9327,4,Night Owl 199,Night,234.08,0.523,0.644,3
2548,378-7418,0,Lite Value 149,Lite,172.64,0.522,0.675,1
2548,378-7418,0,All-Rounder 299,All-Rounder,299.53,0.642,0.671,2
2548,378-7418,0,Day Saver 249,Day,270.53,0.527,0.628,3
2549,412-6019,4,All-Rounder 299,All-Rounder,300.54,0.631,0.665,1
2549,412-6019,4,Night Owl 199,Night,237.63,0.509,0.636,2
2549,412-6019,4,Lite Value 149,Lite,187.61,0.443,0.628,3
2550,390-4789,4,All-Rounder 299,All-Rounder,299.0,0.694,0.698,1
2550,390-4789,4,Lite Value 149,Lite,170.34,0.535,0.682,2
2550,390-4789,4,Day Saver 249,Day,269.16,0.544,0.637,3
2551,386-9774,4,All-Rounder 299,All-Rounder,303.59,0.609,0.653,1
2551,386-9774,4,Lite Value 149,Lite,182.46,0.463,0.64,2
2551,386-9774,4,Day Saver 249,Day,279.48,0.499,0.61,3
2552,353-8970,4,Lite Value 149,Lite,175.21,0.549,0.687,1
2552,353-8970,4,All-Rounder 299,All-Rounder,299.0,0.665,0.683,2
2552,353-8970,4,Day Saver 249,Day,267.05,0.572,0.652,3
2553,410-5370,4,All-Rounder 299,All-Rounder,299.0,0.679,0.69,1
2553,410-5370,4,Lite Value 149,Lite,184.68,0.529,0.672,2
2553,410-5370,4,Day Saver 249,Day,272.33,0.569,0.648,3
2554,404-4421,4,Lite Value 149,Lite,166.12,0.559,0.696,1
2554,404-4421,4,All-Rounder 299,All-Rounder,299.0,0.689,0.695,2
2554,404-4421,4,Day Saver 249,Day,265.22,0.545,0.64,3
2555,409-3353,4,All-Rounder 299,All-Rounder,299.0,0.684,0.693,1
2555,409-3353,4,Lite Value 149,Lite,176.51,0.506,0.665,2
2555,409-3353,4,Night Owl 199,Night,239.25,0.512,0.636,3
2556,422-2571,4,Lite Value 149,Lite,167.9,0.55,0.691,1
2556,422-2571,4,All-Rounder 299,All-Rounder,299.22,0.658,0.679,2
2556,422-2571,4,Night Owl 199,Night,219.81,0.539,0.66,3
2557,412-3404,4,All-Rounder 299,All-Rounder,300.93,0.679,0.689,1
2557,412-3404,4,Lite Value 149,Lite,183.56,0.485,0.651,2
2557,412-3404,4,Night Owl 199,Night,245.05,0.516,0.635,3
2558,333-2964,4,Lite Value 149,Lite,162.37,0.593,0.715,1
2558,333-2964,4,All-Rounder 299,All-Rounder,299.0,0.682,0.692,2
