phone_number,account_length,vmail_message,day_mins,day_calls,day_charge,eve_mins,eve_calls,eve_charge,night_mins,night_calls,night_charge,intl_mins,intl_calls,intl_charge,custserv_calls,churn,total_mins,total_calls,total_charge,day_mins_share,eve_mins_share,night_mins_share,intl_mins_share,avg_mins_per_call,Cluster
394-4548,110,0,148.4,95,25.23,193.8,98,16.47,206.0,106,9.27,6.9,6,1.86,0,False,555.1,305.0,52.83,0.2673392181588903,0.3491262835525131,0.37110430553053503,0.012430192758061611,1.82,4
382-6438,111,0,246.5,108,41.91,216.3,89,18.39,179.6,99,8.08,12.7,3,3.43,2,False,655.1,299.0,71.81,0.37627843077392764,0.3301785986872233,0.2741566173103343,0.01938635322851473,2.190969899665552,4
413-2194,74,0,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,True,723.8000000000001,304.0,80.07,0.41185410334346506,0.27811550151975684,0.2966289030118817,0.013401492124896377,2.3809210526315794,4
366-2622,105,0,119.3,82,20.28,185.1,111,15.73,157.0,74,7.07,10.9,4,2.94,2,False,472.29999999999995,271.0,46.02,0.25259369045098456,0.3919119203895829,0.3324158373914885,0.023078551767944107,1.7428044280442803,4
416-7591,40,0,242.5,82,41.23,232.9,97,19.8,154.0,86,6.93,9.6,7,2.59,0,False,639.0,272.0,70.55000000000001,0.3794992175273865,0.3644757433489828,0.24100156494522693,0.015023474178403756,2.349264705882353,4
355-2634,128,18,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0,True,615.1,302.0,64.92999999999999,0.3610794992684116,0.26109575678751423,0.3557145179645586,0.022110225979515525,2.0367549668874174,0
422-5350,123,0,236.2,135,40.15,273.9,88,23.28,227.0,77,10.22,10.1,6,2.73,2,True,747.1999999999999,306.0,76.38000000000001,0.3161134903640257,0.36656852248394006,0.30380085653104927,0.013517130620985012,2.441830065359477,4
329-2388,122,0,144.2,87,24.51,212.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0,False,535.2,252.0,52.739999999999995,0.2694319880418535,0.3964872944693572,0.3163303437967115,0.017750373692077725,2.123809523809524,4
381-5273,114,19,154.6,100,26.28,241.6,109,20.54,160.0,112,7.2,12.6,1,3.4,3,False,568.8000000000001,322.0,57.42,0.2718002812939521,0.42475386779184243,0.2812939521800281,0.022151898734177212,1.7664596273291928,0
421-6694,102,25,137.4,100,23.36,176.7,83,15.02,188.2,93,8.47,10.2,6,2.75,2,False,512.5,282.0,49.599999999999994,0.26809756097560977,0.344780487804878,0.36721951219512194,0.019902439024390244,1.8173758865248226,0
342-1702,126,0,103.7,93,17.63,127.0,107,10.8,329.3,66,14.82,14.4,1,3.89,0,False,574.4,267.0,47.14,0.18053621169916437,0.22110027855153205,0.5732938718662953,0.02506963788300836,2.151310861423221,4
381-4029,150,0,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4,True,519.3000000000001,273.0,51.559999999999995,0.26304640862699785,0.40323512420566143,0.3102253032928942,0.023493163874446367,1.9021978021978025,4
335-2967,60,0,289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2,True,799.9000000000001,296.0,85.09,0.3622952869108638,0.31953994249281154,0.3035379422427803,0.01462682835354419,2.7023648648648653,4
416-6594,123,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,False,621.0,284.0,70.28,0.4201288244766505,0.2713365539452496,0.2871175523349437,0.0214170692431562,2.186619718309859,4
388-6026,138,0,196.2,129,33.35,176.5,86,15.0,232.4,108,10.46,15.2,1,4.1,0,True,620.3000000000001,324.0,62.910000000000004,0.316298565210382,0.28453973883604705,0.37465742382718037,0.02450427212639045,1.9145061728395063,4
367-1024,29,0,195.6,71,33.25,126.4,74,10.74,148.6,87,6.69,14.2,4,3.83,1,False,484.8,236.0,54.51,0.40346534653465344,0.2607260726072607,0.3065181518151815,0.029290429042904288,2.0542372881355933,4
386-7118,111,0,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,11.9,7,3.21,4,False,581.5,334.0,63.11000000000001,0.3821152192605331,0.2794496990541703,0.3179707652622528,0.020464316423043853,1.7410179640718564,4
346-2020,37,0,172.9,119,29.39,183.0,86,15.56,226.4,100,10.19,9.8,1,2.65,0,True,592.0999999999999,306.0,57.79,0.29201148454652937,0.30906941395034626,0.382367843269718,0.016551258233406523,1.9349673202614377,4
329-9067,111,0,249.8,109,42.47,242.4,106,20.6,231.8,78,10.43,11.6,4,3.13,0,True,735.6,297.0,76.63,0.3395867319195215,0.3295269168026101,0.31511691136487224,0.015769439912996192,2.4767676767676767,4
329-6144,81,0,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1,False,614.2,260.0,58.69,0.2515467274503419,0.35200260501465314,0.3741452295669163,0.02230543796808857,2.3623076923076924,4
332-1502,46,0,90.4,108,15.37,276.2,77,23.48,146.5,111,6.59,12.7,2,3.43,1,False,525.8000000000001,298.0,48.87,0.17192848992012172,0.5252947888931152,0.27862305058957776,0.024153670597185237,1.7644295302013424,4
342-8320,69,27,268.8,78,45.7,246.6,89,20.96,271.9,102,12.24,16.4,3,4.43,0,False,803.6999999999999,272.0,83.32999999999998,0.3344531541620008,0.30683090705487126,0.3383103147940774,0.02040562398905064,2.9547794117647057,0
411-5748,125,0,106.1,95,18.04,157.6,113,13.4,192.5,69,8.66,8.1,3,2.19,1,False,464.3,280.0,42.28999999999999,0.2285160456601335,0.33943570967047165,0.4146026276114581,0.017445617057936676,1.6582142857142859,4
381-9367,43,0,27.0,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3,False,478.09999999999997,313.0,33.74,0.05647354110018825,0.3365404727044552,0.5846057310186153,0.02238025517674127,1.527476038338658,4
400-1280,127,27,140.1,59,23.82,223.4,111,18.99,257.9,73,11.61,3.8,10,1.03,1,False,625.1999999999999,253.0,55.45,0.22408829174664108,0.3573256557901472,0.41250799744081895,0.006078055022392835,2.4711462450592885,0
360-5794,94,0,245.0,112,41.65,180.4,91,15.33,262.9,105,11.83,9.7,6,2.62,1,False,698.0,314.0,71.43,0.3510028653295129,0.25845272206303727,0.376647564469914,0.013896848137535816,2.2229299363057327,4
373-3538,46,0,196.7,85,33.44,205.9,74,17.5,216.6,112,9.75,11.2,5,3.02,3,False,630.4000000000001,276.0,63.71,0.31202411167512684,0.3266180203045685,0.3435913705583756,0.017766497461928932,2.284057971014493,4
394-9942,73,26,131.2,98,22.3,106.5,97,9.05,221.7,96,9.98,10.2,6,2.75,2,False,469.59999999999997,297.0,44.08,0.27938671209540034,0.2267887563884157,0.4721039182282794,0.0217206132879046,1.581144781144781,0
380-3329,146,23,149.6,96,25.43,239.8,124,20.38,293.5,135,13.21,7.4,4,2.0,2,False,690.3,359.0,61.02,0.21671736925974214,0.347385194842822,0.4251774590757642,0.010719976821671738,1.9228412256267409,0
334-7618,93,0,239.8,70,40.77,251.8,99,21.4,168.6,112,7.59,10.9,10,2.94,1,False,671.1,291.0,72.7,0.35732379675160186,0.3752048874981374,0.2512293249888243,0.016241990761436446,2.3061855670103095,4
327-9289,52,31,142.1,77,24.16,193.0,97,16.41,253.4,88,11.4,11.0,4,2.97,1,False,599.5,266.0,54.94,0.23703085904920768,0.3219349457881568,0.4226855713094245,0.01834862385321101,2.2537593984962405,0
351-2589,202,0,115.4,137,19.62,178.7,70,15.19,185.7,113,8.36,6.0,3,1.62,3,False,485.8,323.0,44.79,0.23754631535611365,0.36784685055578425,0.3822560724578015,0.012350761630300536,1.5040247678018577,4
368-6892,129,31,193.0,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2,False,625.6999999999999,285.0,63.59,0.3084545309253636,0.3592776090778329,0.3158062969474189,0.016461563049384693,2.1954385964912277,0
337-9303,94,0,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,13.0,1,3.51,1,False,700.4,239.0,69.19,0.2942604226156482,0.32067390062821244,0.36650485436893204,0.01856082238720731,2.9305439330543934,4
377-5258,100,0,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0,False,543.2,352.0,55.85,0.29510309278350516,0.40740058910162,0.27687776141384385,0.020618556701030924,1.5431818181818182,4
348-5767,43,0,199.9,108,33.98,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1,False,680.1999999999999,298.0,69.66999999999999,0.29388415172008236,0.4239929432519847,0.265510144075272,0.016612760952660986,2.2825503355704697,4
373-3549,130,0,213.1,105,36.23,206.2,108,17.53,163.4,93,7.35,8.9,3,2.4,0,False,591.5999999999999,309.0,63.51,0.3602096010818121,0.3485463150777553,0.27620013522650444,0.015043948613928333,1.9145631067961162,4
422-8344,124,0,178.3,102,30.31,235.0,120,19.98,239.7,119,10.79,10.9,1,2.94,3,False,663.9,342.0,64.02,0.2685645428528393,0.35396897123060705,0.3610483506552192,0.016418135261334538,1.9412280701754385,4
411-2958,92,0,252.3,120,42.89,207.0,112,17.6,284.6,95,12.81,12.0,5,3.24,3,True,755.9000000000001,332.0,76.53999999999999,0.33377430877100145,0.27384574679190365,0.37650482868104246,0.015875115756052386,2.276807228915663,4
384-2908,48,0,197.7,64,33.61,136.7,126,11.62,244.4,81,11.0,13.2,5,3.56,4,False,592.0,276.0,59.79,0.33395270270270266,0.23091216216216215,0.41283783783783784,0.022297297297297295,2.1449275362318843,4
347-6393,98,29,111.1,105,18.89,217.9,101,18.52,248.1,108,11.16,6.6,3,1.78,2,False,583.7,317.0,50.349999999999994,0.19033750214151102,0.37330820627034433,0.4250471132431043,0.01130717834504026,1.8413249211356468,0
385-7148,100,0,96.5,86,16.41,210.2,133,17.87,146.4,106,6.59,12.5,3,3.38,1,True,465.6,328.0,44.25000000000001,0.2072594501718213,0.4514604810996563,0.31443298969072164,0.026847079037800686,1.4195121951219514,4
419-2767,79,0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3,False,479.50000000000006,304.0,48.62,0.32721584984358704,0.25484880083420225,0.39436913451511985,0.02356621480709072,1.5773026315789476,4
375-1746,164,0,123.3,78,20.96,170.0,85,14.45,165.9,78,7.47,12.7,2,3.43,1,False,471.90000000000003,243.0,46.309999999999995,0.26128417037507945,0.3602458147912693,0.35155753337571516,0.026912481457936,1.9419753086419755,4
362-7870,105,0,193.7,108,32.93,183.2,124,15.57,293.7,72,13.22,10.8,5,2.92,1,False,681.3999999999999,309.0,64.64,0.2842676841796302,0.26885823304960377,0.43102436160845325,0.01584972116231289,2.2051779935275078,4
410-3725,89,0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0,False,541.1999999999999,329.0,59.37,0.38229859571322994,0.3098669623059867,0.2876940133037694,0.020140428677014047,1.6449848024316107,4
387-1535,126,0,249.8,96,42.47,261.9,92,22.26,166.8,108,7.51,12.7,4,3.43,3,True,691.2,300.0,75.67000000000002,0.36140046296296297,0.37890624999999994,0.24131944444444445,0.01837384259259259,2.3040000000000003,4
329-2045,96,0,144.0,102,24.48,224.7,73,19.1,227.7,91,10.25,10.0,7,2.7,1,False,606.4,273.0,56.53,0.237467018469657,0.3705474934036939,0.37549472295514513,0.016490765171503958,2.2212454212454213,4
341-6743,120,33,299.5,83,50.92,163.4,84,13.89,146.7,88,6.6,11.6,5,3.13,0,False,621.1999999999999,260.0,74.53999999999999,0.4821313586606569,0.26303927881519645,0.23615582743077915,0.018673535093367676,2.389230769230769,0
336-8343,212,0,226.0,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2,True,724.4,346.0,75.86000000000001,0.31198233020430705,0.4204859193815572,0.2501380452788515,0.017393705135284373,2.09364161849711,4
368-5758,72,0,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,False,564.4,316.0,50.5,0.2437987243090007,0.25425230333097093,0.48493975903614456,0.01700921332388377,1.7860759493670886,4
346-8362,155,26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3.0,1,False,508.7,336.0,57.42,0.4161588362492628,0.27363868684883036,0.28838215057990957,0.02182032632199725,1.5139880952380953,0
345-9690,89,0,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,False,424.7,285.0,39.660000000000004,0.21120791146691784,0.4233576642335767,0.3430656934306569,0.0223687308688486,1.4901754385964912,4
339-9798,126,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,False,741.9000000000001,350.0,70.76,0.26634317293435766,0.3322550208923035,0.3845531742822482,0.01684863189109044,2.119714285714286,4
359-5731,172,0,270.0,102,45.9,256.6,111,21.81,168.5,104,7.58,12.0,5,3.24,2,True,707.1,322.0,78.52999999999999,0.38184132371658885,0.3628906802432471,0.23829727054164898,0.01697072549851506,2.195962732919255,4
373-2091,75,0,224.7,116,38.2,192.0,79,16.32,212.2,98,9.55,11.3,11,3.05,3,False,640.1999999999999,304.0,67.12,0.35098406747891286,0.2999062792877226,0.3314589190877851,0.017650734145579508,2.1059210526315786,4
367-3439,143,0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,False,557.6,333.0,56.62,0.3484576757532281,0.22166427546628406,0.4115853658536585,0.018292682926829267,1.6744744744744746,4
367-1681,166,0,47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0,True,560.5,284.0,44.72,0.08510258697591437,0.471721677074041,0.41962533452274753,0.023550401427297054,1.9735915492957747,4
420-9973,132,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13.0,2,3.51,1,False,665.0999999999999,328.0,63.910000000000004,0.2858216809502331,0.273943767854458,0.4206886182528944,0.019545932942414676,2.027743902439024,4
351-4025,94,0,89.5,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1,True,610.1999999999999,277.0,54.02,0.14667322189446086,0.5570304818092429,0.2833497214028188,0.01294657489347755,2.202888086642599,4
393-5897,99,0,182.6,83,31.04,154.5,111,13.13,196.0,57,8.82,12.1,5,3.27,0,False,545.2,256.0,56.260000000000005,0.3349229640498899,0.2833822450476889,0.359501100513573,0.022193690388848126,2.1296875,4
384-7216,136,35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1,False,725.1,313.0,71.81,0.2834091849400083,0.41166735622672734,0.2954075299958626,0.009515928837401738,2.3166134185303515,0
384-4595,119,0,231.5,82,39.36,266.9,97,22.69,211.0,118,9.49,7.4,10,2.0,1,False,716.8,307.0,73.53999999999999,0.32296316964285715,0.37234933035714285,0.2943638392857143,0.010323660714285716,2.3348534201954396,4
329-9667,115,0,251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3,True,632.0,278.0,72.17,0.397626582278481,0.3995253164556962,0.18718354430379747,0.015664556962025317,2.273381294964029,4
347-5063,160,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13.0,3,3.51,2,False,605.9,319.0,61.32999999999999,0.2825548770424162,0.40188149859712824,0.29410793860372997,0.02145568575672553,1.899373040752351,4
345-8433,166,0,197.9,89,33.64,251.0,113,21.34,138.3,85,6.22,11.2,2,3.02,2,False,598.4000000000001,289.0,64.22,0.3307152406417112,0.41945187165775394,0.2311163101604278,0.018716577540106947,2.070588235294118,4
339-7602,120,0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,False,584.0,317.0,52.81,0.2308219178082192,0.34948630136986303,0.40821917808219177,0.011472602739726027,1.8422712933753944,4
332-1109,173,0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1,False,479.5,354.0,54.56,0.3991657977059437,0.35140771637122004,0.22794577685088632,0.02148070907194995,1.3545197740112995,4
343-3296,156,0,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,False,621.0,269.0,60.040000000000006,0.2809983896940419,0.3178743961352657,0.38405797101449274,0.017069243156199676,2.308550185873606,4
366-2536,70,0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0,False,668.6,305.0,63.76,0.2653305414298534,0.3383188752617409,0.3800478612025127,0.01630272210589291,2.1921311475409837,4
355-2293,41,0,182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,False,607.8,318.0,60.11,0.29960513326752225,0.34797630799605134,0.34123066798288915,0.011187890753537348,1.911320754716981,4
350-9318,132,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,False,607.4000000000001,262.0,64.27000000000001,0.36615080671715505,0.27230819888047414,0.34310174514323344,0.018439249259137303,2.318320610687023,4
418-5300,47,0,47.8,120,8.13,178.9,123,15.21,152.6,96,6.87,13.3,7,3.59,0,True,392.59999999999997,346.0,33.800000000000004,0.1217524197656648,0.45568008150789613,0.3886907794192563,0.03387671930718289,1.1346820809248555,4
395-2626,160,0,121.8,97,20.71,89.3,97,7.59,150.7,92,6.78,10.3,5,2.78,1,False,372.09999999999997,291.0,37.86,0.32733136253695244,0.23998925020155873,0.4049986562751948,0.027680730986294012,1.2786941580756013,4
402-7372,180,0,143.5,121,24.4,189.3,111,16.09,174.9,82,7.87,8.8,5,2.38,3,False,516.5,319.0,50.739999999999995,0.27783155856727976,0.36650532429816074,0.33862536302032914,0.017037754114230398,1.6191222570532915,4
337-9710,93,0,164.9,68,28.03,210.4,86,17.88,229.4,104,10.32,7.8,4,2.11,2,False,612.5,262.0,58.339999999999996,0.2692244897959184,0.3435102040816327,0.374530612244898,0.01273469387755102,2.3377862595419847,4
363-4967,109,0,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,False,637.9,279.0,61.8,0.303495845743847,0.23310863771751056,0.4428593823483305,0.02053613419031196,2.2863799283154123,4
400-5389,80,0,101.1,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0,False,509.29999999999995,310.0,47.730000000000004,0.19850775574317692,0.5167877478892597,0.2703710975849205,0.014333398782642844,1.6429032258064515,4
416-9162,54,24,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,False,396.3,308.0,39.7,0.23290436537976278,0.48725712843805197,0.25056775170325507,0.029270754478930103,1.2866883116883117,0
414-6541,121,0,168.9,128,28.71,123.9,99,10.53,266.3,105,11.98,2.9,7,0.78,2,False,562.0,339.0,52.0,0.3005338078291815,0.2204626334519573,0.4738434163701068,0.0051601423487544484,1.6578171091445428,4
392-6647,157,29,219.2,102,37.26,206.0,109,17.51,192.4,117,8.66,15.0,5,4.05,1,False,632.6,333.0,67.47999999999999,0.34650648118874483,0.325640214985773,0.3041416376857414,0.023711666139740753,1.8996996996996998,0
343-2465,170,37,178.1,130,30.28,242.8,103,20.64,243.0,93,10.93,13.0,4,3.51,0,False,676.9,330.0,65.36,0.26311124242871914,0.35869404638794505,0.358989511006057,0.01920520017727877,2.0512121212121213,0
338-9171,138,0,146.5,101,24.91,284.5,142,24.18,176.0,98,7.92,14.0,6,3.78,3,False,621.0,347.0,60.790000000000006,0.2359098228663446,0.4581320450885668,0.2834138486312399,0.02254428341384863,1.7896253602305476,4
405-4606,92,31,172.3,116,29.29,266.2,91,22.63,228.2,90,10.27,11.8,5,3.19,1,False,678.5,302.0,65.38,0.2539425202652911,0.3923360353721444,0.3363301400147384,0.017391304347826087,2.2466887417218544,0
386-9711,126,0,190.9,143,32.45,149.7,72,12.72,191.4,87,8.61,13.0,3,3.51,1,False,545.0,305.0,57.29,0.3502752293577982,0.27467889908256876,0.3511926605504587,0.023853211009174313,1.7868852459016393,4
327-8495,41,0,232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3,True,796.6,283.0,80.39,0.29136329399949784,0.41062013557619886,0.28433341702234494,0.013683153401958323,2.8148409893992934,4
416-5660,167,0,169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4,True,571.4,300.0,56.580000000000005,0.296114805740287,0.30329016450822543,0.37889394469723486,0.021701085054252715,1.9046666666666665,4
370-3032,91,0,123.8,107,21.05,319.0,125,27.12,237.6,78,10.69,7.3,4,1.97,2,False,687.6999999999999,314.0,60.83,0.18002035771411953,0.4638650574378363,0.34549949105714706,0.010615093790897194,2.1901273885350316,4
331-8462,127,0,96.0,117,16.32,177.0,68,15.05,162.2,127,7.3,9.7,4,2.62,3,False,444.9,316.0,41.29,0.21577882670262982,0.39784221173297374,0.36457630928298496,0.021802652281411553,1.4079113924050632,4
414-4037,88,27,93.4,106,15.88,252.0,92,21.42,189.0,104,8.5,10.9,1,2.94,1,False,545.3,303.0,48.74,0.1712818631945718,0.46213093709884473,0.34659820282413356,0.019988996882450028,1.7996699669966996,0
415-2865,113,0,90.6,130,15.4,170.6,100,14.5,137.4,74,6.18,5.4,9,1.46,1,False,404.0,313.0,37.54,0.22425742574257423,0.42227722772277226,0.3400990099009901,0.013366336633663368,1.29073482428115,4
362-2353,78,0,152.9,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2,False,588.4,281.0,57.04,0.25985723997280763,0.4360978925900748,0.29503738953093134,0.009007477906186268,2.093950177935943,4
329-5114,123,0,257.9,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2,False,668.1999999999999,269.0,72.89,0.3859622867404969,0.316671655193056,0.28329841364860825,0.014067644417838972,2.4840148698884756,4
351-1389,136,29,85.2,98,14.48,230.4,85,19.58,243.6,104,10.96,9.0,3,2.43,2,False,568.2,290.0,47.45,0.14994720168954592,0.4054910242872228,0.4287222808870116,0.01583949313621964,1.9593103448275864,0
375-3668,68,34,160.0,72,27.2,184.5,119,15.68,208.3,101,9.37,6.1,10,1.65,1,False,558.9,302.0,53.89999999999999,0.28627661477903027,0.33011272141706927,0.37269636786545,0.010914295938450528,1.850662251655629,0
375-5414,132,10,182.9,54,31.09,292.4,68,24.85,142.3,116,6.4,11.5,4,3.11,0,False,629.0999999999999,242.0,65.45,0.2907327928787157,0.4647909712287395,0.2261961532347799,0.018280082657765064,2.599586776859504,4
360-7079,133,0,216.2,67,36.75,222.2,133,18.89,192.0,95,8.64,3.1,1,0.84,2,False,633.5,296.0,65.12,0.34127861089187056,0.3507498026835043,0.303078137332281,0.0048934490923441204,2.1402027027027026,4
344-9302,127,0,261.7,105,44.49,181.8,107,15.45,100.9,131,4.54,3.3,5,0.89,0,False,547.6999999999999,348.0,65.37,0.477816322804455,0.3319335402592661,0.1842249406609458,0.006025196275333212,1.5738505747126434,4
418-1775,110,0,241.2,105,41.0,174.3,85,14.82,245.3,59,11.04,8.5,4,2.3,2,False,669.3,253.0,69.16,0.3603765127745406,0.26042133572389065,0.36650231585238313,0.012699835649185717,2.645454545454545,4
